id_EXIST,Label_YESNO
400028,1
400028,1
400028,1
400028,1
400407,0
400042,0
400042,0
400042,0
400104,0
400078,0
400078,0
400078,0
400078,0
400012,0
400012,0
400114,1
400114,1
400092,1
400092,1
400092,1
400092,1
400092,1
400166,0
400166,0
400308,1
400308,1
400308,1
400216,0
400216,0
400216,0
400216,0
400232,0
400096,1
400096,1
400096,1
400096,1
400163,0
400145,0
400145,0
400145,0
400051,0
400051,0
400051,0
400368,0
400368,0
400287,0
400287,0
400395,0
400285,0
400285,0
400285,0
400049,0
400049,0
400049,0
400463,1
400463,1
400436,0
400436,0
400436,0
400368,0
400368,0
400439,1
400220,1
400354,1
400354,1
400354,1
400354,1
400404,0
400404,0
400404,0
400129,0
400129,0
400398,0
400398,0
400398,0
400398,0
400049,0
400049,0
400049,0
400261,0
400261,0
400068,1
400068,1
400068,1
400068,1
400068,1
400070,0
400070,0
400070,0
400070,0
400107,0
400161,0
400161,0
400213,0
400213,0
400213,0
400249,1
400249,1
400249,1
400051,0
400051,0
400051,0
400336,0
400336,0
400336,0
400056,0
400056,0
400185,0
400185,0
400185,0
400305,1
400305,1
400479,1
400479,1
400455,1
400455,1
400455,1
400464,1
400176,0
400176,0
400176,0
400443,1
400443,1
400343,1
400343,1
400100,0
400100,0
400003,1
400161,0
400161,0
400068,1
400068,1
400068,1
400068,1
400068,1
400241,0
400241,0
400433,1
400433,1
400433,1
400433,1
400433,1
400433,1
400398,0
400398,0
400398,0
400398,0
400478,1
400197,1
400197,1
400197,1
400116,0
400135,0
400135,0
400135,0
400269,1
400269,1
400077,0
400077,0
400077,0
400369,0
400376,0
400376,0
400376,0
400376,0
400221,1
400221,1
400456,1
400456,1
400456,1
400231,1
400231,1
400231,1
400046,0
400046,0
400307,1
400307,1
400307,1
400307,1
400419,0
400419,0
400308,1
400308,1
400308,1
400316,0
400316,0
400316,0
400316,0
400316,0
400093,0
400093,0
400093,0
400450,1
400450,1
400071,0
400071,0
400397,0
400397,0
400025,1
400398,0
400398,0
400398,0
400398,0
400028,1
400028,1
400028,1
400028,1
400229,1
400229,1
400261,0
400261,0
400242,0
400242,0
400242,0
400208,0
400208,0
400387,0
400387,0
400297,0
400255,0
400255,0
400027,1
400018,1
400018,1
400319,0
400319,0
400319,0
400388,0
400262,0
400262,0
400262,0
400438,1
400463,1
400463,1
400122,1
400122,1
400122,1
400122,1
400238,0
400159,0
400159,0
400213,0
400213,0
400213,0
400483,1
400483,1
400166,0
400166,0
400148,0
400148,0
400148,0
400327,0
400327,0
400327,0
400382,1
400382,1
400382,1
400308,1
400308,1
400308,1
400290,0
400290,0
400354,1
400354,1
400354,1
400354,1
400318,1
400318,1
400318,1
400216,0
400216,0
400216,0
400216,0
400040,1
400040,1
400040,1
400467,1
400467,1
400467,1
400467,1
400266,0
400266,0
400257,0
400257,0
400257,0
400257,0
400257,0
400132,0
400132,0
400132,0
400132,0
400383,1
400383,1
400383,1
400268,1
400268,1
400343,1
400343,1
400228,1
400228,1
400293,1
400293,1
400246,0
400246,0
400246,0
400481,1
400481,1
400430,0
400430,0
400433,1
400433,1
400433,1
400475,1
400267,0
400267,0
400267,0
400404,0
400404,0
400404,0
400441,1
400441,1
400291,1
400291,1
400012,0
400012,0
400157,1
400157,1
400157,1
400098,0
400098,0
400419,0
400419,0
400209,0
400209,0
400209,0
400253,0
400281,0
400281,0
400459,1
400293,1
400293,1
400436,0
400436,0
400436,0
400257,0
400257,0
400257,0
400257,0
400257,0
400285,0
400285,0
400285,0
400192,0
400192,0
400192,0
400372,1
400255,0
400255,0
400047,0
400047,0
400123,0
400123,0
400123,0
400316,0
400316,0
400316,0
400316,0
400316,0
400222,1
400222,1
400222,1
400202,1
400202,1
400202,1
400202,1
400435,0
400435,0
400096,1
400096,1
400096,1
400096,1
400443,1
400443,1
400197,1
400197,1
400197,1
400005,0
400005,0
400430,0
400430,0
400095,1
400095,1
400095,1
400095,1
400171,1
400171,1
400171,1
400138,1
400138,1
400138,1
400046,0
400046,0
400010,1
400010,1
400010,1
400039,0
400039,0
400039,0
400294,0
400294,0
400431,0
400431,0
400431,0
400431,0
400240,0
400070,0
400070,0
400070,0
400070,0
400287,0
400287,0
400144,1
400381,0
400381,0
400381,0
400011,1
400011,1
400015,0
400015,0
400015,0
400015,0
400105,0
400105,0
400435,0
400435,0
400147,0
400157,1
400157,1
400157,1
400171,1
400171,1
400171,1
400205,0
400205,0
400349,0
400260,1
400260,1
400260,1
400260,1
400038,0
400038,0
400340,1
400393,1
400393,1
400393,1
400401,0
400401,0
400397,0
400397,0
400440,1
400440,1
400452,1
400060,0
400060,0
400453,1
400453,1
400453,1
400379,1
400097,1
400097,1
400097,1
400132,0
400132,0
400132,0
400132,0
400153,0
400153,0
400106,0
400106,0
400106,0
400106,0
400164,1
400164,1
400142,0
400142,0
400142,0
400447,1
400447,1
400447,1
400278,0
400278,0
400278,0
400278,0
400278,0
400005,0
400005,0
400185,0
400185,0
400185,0
400231,1
400231,1
400231,1
400348,0
400348,0
400086,0
400086,0
400086,0
400488,1
400488,1
400178,0
400178,0
400178,0
400294,0
400294,0
400376,0
400376,0
400376,0
400376,0
400127,1
400127,1
400127,1
400127,1
400019,0
400019,0
400101,0
400101,0
400436,0
400436,0
400436,0
400192,0
400192,0
400192,0
400168,0
400168,0
400164,1
400164,1
400281,0
400281,0
400249,1
400249,1
400249,1
400399,1
400399,1
400085,0
400085,0
400063,1
400063,1
400063,1
400063,1
400262,0
400262,0
400262,0
400273,0
400273,0
400209,0
400209,0
400209,0
400390,0
400390,0
400390,0
400103,0
400103,0
400393,1
400393,1
400393,1
400295,1
400295,1
400412,0
400412,0
400412,0
400095,1
400095,1
400095,1
400095,1
400221,1
400221,1
400006,0
400006,0
400208,0
400208,0
400329,1
400329,1
400329,1
400101,0
400101,0
400189,1
400189,1
400157,1
400157,1
400157,1
400019,0
400019,0
400083,0
400083,0
400083,0
400329,1
400329,1
400329,1
400007,0
400007,0
400383,1
400383,1
400383,1
400485,1
400485,1
400425,1
400425,1
400234,0
400234,0
400193,0
400381,0
400381,0
400381,0
400324,0
400324,0
400069,1
400069,1
400069,1
400047,0
400047,0
400409,1
400409,1
400277,0
400277,0
400483,1
400483,1
400191,0
400191,0
400191,0
400127,1
400127,1
400127,1
400127,1
400125,1
400362,1
400352,1
400352,1
400352,1
400479,1
400479,1
400106,0
400106,0
400106,0
400106,0
400248,1
400201,1
400134,0
400134,0
400242,0
400242,0
400242,0
400318,1
400318,1
400318,1
400092,1
400092,1
400092,1
400092,1
400092,1
400453,1
400453,1
400453,1
400244,1
400244,1
400373,0
400373,0
400373,0
400375,0
400337,0
400337,0
400262,0
400262,0
400262,0
400427,1
400427,1
400098,0
400098,0
400451,1
400295,1
400295,1
400172,1
400172,1
400431,0
400431,0
400431,0
400431,0
400196,1
400196,1
400196,1
400009,0
400009,0
400404,0
400404,0
400404,0
400316,0
400316,0
400316,0
400316,0
400316,0
400068,1
400068,1
400068,1
400068,1
400068,1
400366,0
400366,0
400467,1
400467,1
400467,1
400467,1
400130,0
400130,0
400329,1
400329,1
400329,1
400377,0
400377,0
400096,1
400096,1
400096,1
400096,1
400192,0
400192,0
400192,0
400089,0
400089,0
400199,1
400199,1
400123,0
400123,0
400123,0
400007,0
400007,0
400148,0
400148,0
400148,0
400373,0
400373,0
400373,0
400224,0
400224,0
400252,0
400252,0
400412,0
400412,0
400412,0
400198,1
400198,1
400198,1
400140,1
400140,1
400077,0
400077,0
400077,0
400127,1
400127,1
400127,1
400127,1
400191,1
400191,1
400191,1
400301,0
400301,0
400301,0
400335,0
400335,0
400078,0
400078,0
400078,0
400078,0
400021,1
400447,1
400447,1
400447,1
400373,0
400373,0
400373,0
400211,0
400211,0
400211,0
400211,0
400406,0
400406,0
400061,1
400061,1
400183,1
400183,1
400197,1
400197,1
400197,1
400356,1
400356,1
400356,1
400129,0
400129,0
400140,1
400140,1
400210,0
400210,0
400210,0
400210,0
400210,0
400210,0
400258,1
400258,1
400330,0
400330,0
400069,1
400069,1
400069,1
400138,1
400138,1
400138,1
400241,0
400241,0
400205,0
400205,0
400071,0
400071,0
400421,0
400100,0
400100,0
400040,1
400040,1
400040,1
400319,0
400319,0
400319,0
400482,1
400422,0
400422,0
400422,0
400028,1
400028,1
400028,1
400028,1
400456,1
400456,1
400456,1
400089,0
400089,0
400265,0
400265,0
400169,1
400169,1
400008,0
400103,0
400103,0
400146,1
400146,1
400158,1
400075,1
400075,1
400044,0
400044,0
400044,0
400462,1
400073,1
400073,1
400073,1
400365,0
400365,0
400365,0
400062,1
400062,1
400245,1
400377,0
400377,0
400131,0
400131,0
400131,0
400469,1
400469,1
400469,1
400352,1
400352,1
400352,1
400420,0
400420,0
400450,1
400450,1
400155,0
400155,0
400155,0
400171,1
400171,1
400171,1
400320,0
400320,0
400320,0
400390,0
400390,0
400390,0
400467,1
400467,1
400467,1
400467,1
400207,0
400130,0
400130,0
400403,1
400403,1
400403,1
400417,0
400202,1
400202,1
400202,1
400202,1
400269,1
400269,1
400219,0
400219,0
400307,1
400307,1
400307,1
400307,1
400260,1
400260,1
400260,1
400260,1
400257,0
400257,0
400257,0
400257,0
400257,0
400301,0
400301,0
400301,0
400323,0
400481,1
400481,1
400300,0
400300,0
400081,1
400081,1
400081,1
400159,0
400159,0
400266,1
400266,1
400185,0
400185,0
400185,0
400265,0
400265,0
400132,0
400132,0
400132,0
400132,0
400181,1
400181,1
400181,1
400453,1
400453,1
400453,1
400247,1
400247,1
400211,0
400211,0
400211,0
400211,0
400385,0
400385,0
400242,0
400242,0
400242,0
400337,0
400337,0
400364,0
400364,0
400364,0
400364,0
400364,0
400073,1
400073,1
400073,1
400156,0
400222,1
400222,1
400222,1
400178,0
400178,0
400178,0
400364,0
400364,0
400364,0
400364,0
400364,0
400341,1
400341,1
400341,1
400341,1
400077,0
400077,0
400077,0
400090,0
400132,0
400132,0
400132,0
400132,0
400461,1
400461,1
400252,0
400252,0
400067,1
400067,1
400067,1
400199,1
400199,1
400246,0
400246,0
400246,0
400273,0
400273,0
400327,0
400327,0
400327,0
400032,1
400239,0
400239,0
400001,1
400131,0
400131,0
400131,0
400299,1
400076,1
400202,1
400202,1
400202,1
400202,1
400062,1
400062,1
400085,0
400085,0
400456,1
400456,1
400456,1
400097,1
400097,1
400097,1
400063,1
400063,1
400063,1
400063,1
400057,0
400057,0
400219,0
400219,0
400345,1
400345,1
400189,1
400189,1
400204,1
400204,1
400138,0
400138,0
400138,0
400093,0
400093,0
400093,0
400063,1
400063,1
400063,1
400063,1
400243,0
400059,0
400059,0
400059,0
400092,1
400092,1
400092,1
400092,1
400092,1
400382,1
400382,1
400382,1
400341,1
400341,1
400341,1
400341,1
400070,0
400070,0
400070,0
400070,0
400292,1
400292,1
400292,1
400176,0
400176,0
400176,0
400094,1
400094,1
400094,1
400471,1
400209,0
400209,0
400209,0
400427,1
400427,1
400356,1
400356,1
400356,1
400291,1
400291,1
400267,0
400267,0
400267,0
400226,1
400226,1
400121,0
400121,0
400257,0
400257,0
400257,0
400257,0
400257,0
400315,0
400315,0
400042,0
400042,0
400042,0
400039,0
400039,0
400039,0
400321,0
400321,0
400191,0
400191,0
400191,0
400043,1
400043,1
