"id_EXIST","lang","tweet","annotator_id","gender","age","ethnicity","education","country","label_task1_1","word_woman","word_women","word_men","word_girl","word_sex","word_bitch","word_fuck","word_love","word_peopl","word_gender","colloc_yes","colloc_no","all_pos","all_neg","tweet_sentiment","sadness","sent_min","disgust_max","gender_F","age_18-22","ethnicity_Middle Eastern","ethnicity_other","ethnicity_Multiracial","ethnicity_Black or African American","education_Bachelor’s degree","education_Doctorate","country_Algeria","country_Canada","country_Cyprus","country_Ireland","country_Israel","clustered_data$cluster","cluster2","cluster3","cluster4"
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_783","M","18-22","Hispano or Latino","High school degree or equivalent","Mexico","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_784","M","23-45","White or Caucasian","Bachelor’s degree","Ireland","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_784","M","23-45","White or Caucasian","Bachelor’s degree","Ireland","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_784","M","23-45","White or Caucasian","Bachelor’s degree","Ireland","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_784","M","23-45","White or Caucasian","Bachelor’s degree","Ireland","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_784","M","23-45","White or Caucasian","Bachelor’s degree","Ireland","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_784","M","23-45","White or Caucasian","Bachelor’s degree","Ireland","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_142","M","46+","White or Caucasian","Bachelor’s degree","Italy","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_142","M","46+","White or Caucasian","Bachelor’s degree","Italy","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_142","M","46+","White or Caucasian","Bachelor’s degree","Italy","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_142","M","46+","White or Caucasian","Bachelor’s degree","Italy","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_142","M","46+","White or Caucasian","Bachelor’s degree","Italy","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
400004,"en","@KolHue @OliverJia1014 lol gamergate the go to boogieman, maybe if the actual concerns brought up during gamergate were listened to and not ridiculed then all the people who are so scared of it wouldn't have been memed on so hard","Annotator_142","M","46+","White or Caucasian","Bachelor’s degree","Italy","NO",0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.95,0,-0.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_764","F","18-22","Hispano or Latino","High school degree or equivalent","Mexico","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_764","F","18-22","Hispano or Latino","High school degree or equivalent","Mexico","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_764","F","18-22","Hispano or Latino","High school degree or equivalent","Mexico","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_764","F","18-22","Hispano or Latino","High school degree or equivalent","Mexico","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_764","F","18-22","Hispano or Latino","High school degree or equivalent","Mexico","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_764","F","18-22","Hispano or Latino","High school degree or equivalent","Mexico","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_765","F","23-45","Asian","Bachelor’s degree","Canada","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_765","F","23-45","Asian","Bachelor’s degree","Canada","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_765","F","23-45","Asian","Bachelor’s degree","Canada","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_765","F","23-45","Asian","Bachelor’s degree","Canada","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_765","F","23-45","Asian","Bachelor’s degree","Canada","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_765","F","23-45","Asian","Bachelor’s degree","Canada","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_766","F","46+","White or Caucasian","Master’s degree","Hungary","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_766","F","46+","White or Caucasian","Master’s degree","Hungary","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_766","F","46+","White or Caucasian","Master’s degree","Hungary","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_766","F","46+","White or Caucasian","Master’s degree","Hungary","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_766","F","46+","White or Caucasian","Master’s degree","Hungary","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_766","F","46+","White or Caucasian","Master’s degree","Hungary","NO",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_767","M","18-22","White or Caucasian","High school degree or equivalent","Poland","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_767","M","18-22","White or Caucasian","High school degree or equivalent","Poland","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_767","M","18-22","White or Caucasian","High school degree or equivalent","Poland","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_767","M","18-22","White or Caucasian","High school degree or equivalent","Poland","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_767","M","18-22","White or Caucasian","High school degree or equivalent","Poland","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_767","M","18-22","White or Caucasian","High school degree or equivalent","Poland","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_768","M","23-45","Hispano or Latino","Bachelor’s degree","Spain","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_768","M","23-45","Hispano or Latino","Bachelor’s degree","Spain","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_768","M","23-45","Hispano or Latino","Bachelor’s degree","Spain","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
400013,"en","One of the depressing things about #NotAllMen is that it was used primarily as a rallying cry by privileged men with hurt feelings to negate the lived experiences of women and single themselves out as exceptional, rather than as a call for a more intersectional approach. https://t.co/BZVrJwfTKm","Annotator_768","M","23-45","Hispano or Latino","Bachelor’s degree","Spain","YES",0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2.05,3,-2.05,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0
