"id_EXIST","lang","tweet","annotator_id","gender","age","ethnicity","education","country","label_task1_1","word_woman","word_women","word_men","word_girl","word_sex","word_bitch","word_fuck","word_love","word_peopl","word_gender","colloc_yes","colloc_no","all_pos","all_neg","tweet_sentiment","sadness","sent_min","disgust_max"
200008,"en","New to the shelves this week - looking forward to reading these books @malorieblackman @jenlynnbarnes  @EverydaySexism #readingforpleasure #newbooks https://t.co/Q3IfmlSBCB","Annotator_421","M","18-22","White or Caucasian","Bachelor’s degree","Portugal","NO",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,1.5,0
200008,"en","New to the shelves this week - looking forward to reading these books @malorieblackman @jenlynnbarnes  @EverydaySexism #readingforpleasure #newbooks https://t.co/Q3IfmlSBCB","Annotator_422","M","23-45","White or Caucasian","Master’s degree","Italy","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,1.5,0
200008,"en","New to the shelves this week - looking forward to reading these books @malorieblackman @jenlynnbarnes  @EverydaySexism #readingforpleasure #newbooks https://t.co/Q3IfmlSBCB","Annotator_423","M","46+","White or Caucasian","High school degree or equivalent","United Kingdom","NO",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,1.5,0
200008,"en","New to the shelves this week - looking forward to reading these books @malorieblackman @jenlynnbarnes  @EverydaySexism #readingforpleasure #newbooks https://t.co/Q3IfmlSBCB","Annotator_424","F","46+","White or Caucasian","Master’s degree","United Kingdom","NO",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.5,0,1.5,0
200010,"en","I guess that’s fairly normal for a Neanderthal https://t.co/UkFl8tNH4F","Annotator_431","F","18-22","Hispano or Latino","Bachelor’s degree","Mexico","NO",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0
200010,"en","I guess that’s fairly normal for a Neanderthal https://t.co/UkFl8tNH4F","Annotator_432","F","23-45","White or Caucasian","Bachelor’s degree","Poland","NO",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0
200010,"en","I guess that’s fairly normal for a Neanderthal https://t.co/UkFl8tNH4F","Annotator_433","M","18-22","White or Caucasian","High school degree or equivalent","Greece","NO",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0
200010,"en","I guess that’s fairly normal for a Neanderthal https://t.co/UkFl8tNH4F","Annotator_434","M","23-45","White or Caucasian","Bachelor’s degree","Poland","NO",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0
200010,"en","I guess that’s fairly normal for a Neanderthal https://t.co/UkFl8tNH4F","Annotator_435","M","46+","White or Caucasian","High school degree or equivalent","Canada","YES",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0
200010,"en","I guess that’s fairly normal for a Neanderthal https://t.co/UkFl8tNH4F","Annotator_436","F","46+","White or Caucasian","Master’s degree","United Kingdom","NO",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0
200011,"en","#EverydaySexism means women usually end up in lower paid support work; when that starts to change, traditionalists notice unfairness that previously hasn't bothered them at all. https://t.co/YOLJ9V8E6Z","Annotator_437","F","18-22","White or Caucasian","High school degree or equivalent","Greece","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.5,2,-0.5,0
200011,"en","#EverydaySexism means women usually end up in lower paid support work; when that starts to change, traditionalists notice unfairness that previously hasn't bothered them at all. https://t.co/YOLJ9V8E6Z","Annotator_438","F","23-45","Multiracial","Bachelor’s degree","Greece","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.5,2,-0.5,0
200011,"en","#EverydaySexism means women usually end up in lower paid support work; when that starts to change, traditionalists notice unfairness that previously hasn't bothered them at all. https://t.co/YOLJ9V8E6Z","Annotator_439","M","18-22","White or Caucasian","High school degree or equivalent","United Kingdom","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.5,2,-0.5,0
200011,"en","#EverydaySexism means women usually end up in lower paid support work; when that starts to change, traditionalists notice unfairness that previously hasn't bothered them at all. https://t.co/YOLJ9V8E6Z","Annotator_440","M","23-45","White or Caucasian","Bachelor’s degree","Poland","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.5,2,-0.5,0
200011,"en","#EverydaySexism means women usually end up in lower paid support work; when that starts to change, traditionalists notice unfairness that previously hasn't bothered them at all. https://t.co/YOLJ9V8E6Z","Annotator_441","M","46+","White or Caucasian","Bachelor’s degree","United Kingdom","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.5,2,-0.5,0
200011,"en","#EverydaySexism means women usually end up in lower paid support work; when that starts to change, traditionalists notice unfairness that previously hasn't bothered them at all. https://t.co/YOLJ9V8E6Z","Annotator_442","F","46+","White or Caucasian","Doctorate","Australia","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.5,2,-0.5,0
200013,"en","@orlamuldoon @NWCI @IrishRunnerMag @ReclaimTS @EverydaySexism @SAFEIreland @Womens_Aid Hi Orla. Interesting piece. On No 2. As a policy response, do you believe early-in-life prosecution and punishment is the way to go with boys, young men when they offend against girls and women? Is this how you see by a zero tolerance approach being instituted?","Annotator_449","F","18-22","White or Caucasian","Bachelor’s degree","Poland","YES",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.4,0,-1.35,3
200013,"en","@orlamuldoon @NWCI @IrishRunnerMag @ReclaimTS @EverydaySexism @SAFEIreland @Womens_Aid Hi Orla. Interesting piece. On No 2. As a policy response, do you believe early-in-life prosecution and punishment is the way to go with boys, young men when they offend against girls and women? Is this how you see by a zero tolerance approach being instituted?","Annotator_450","F","23-45","White or Caucasian","Master’s degree","Poland","NO",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.4,0,-1.35,3
200013,"en","@orlamuldoon @NWCI @IrishRunnerMag @ReclaimTS @EverydaySexism @SAFEIreland @Womens_Aid Hi Orla. Interesting piece. On No 2. As a policy response, do you believe early-in-life prosecution and punishment is the way to go with boys, young men when they offend against girls and women? Is this how you see by a zero tolerance approach being instituted?","Annotator_451","M","18-22","Hispano or Latino","Bachelor’s degree","Spain","YES",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.4,0,-1.35,3
200013,"en","@orlamuldoon @NWCI @IrishRunnerMag @ReclaimTS @EverydaySexism @SAFEIreland @Womens_Aid Hi Orla. Interesting piece. On No 2. As a policy response, do you believe early-in-life prosecution and punishment is the way to go with boys, young men when they offend against girls and women? Is this how you see by a zero tolerance approach being instituted?","Annotator_452","M","23-45","White or Caucasian","Master’s degree","Greece","YES",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.4,0,-1.35,3
200013,"en","@orlamuldoon @NWCI @IrishRunnerMag @ReclaimTS @EverydaySexism @SAFEIreland @Womens_Aid Hi Orla. Interesting piece. On No 2. As a policy response, do you believe early-in-life prosecution and punishment is the way to go with boys, young men when they offend against girls and women? Is this how you see by a zero tolerance approach being instituted?","Annotator_453","M","46+","Hispano or Latino","Bachelor’s degree","Mexico","YES",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.4,0,-1.35,3
200013,"en","@orlamuldoon @NWCI @IrishRunnerMag @ReclaimTS @EverydaySexism @SAFEIreland @Womens_Aid Hi Orla. Interesting piece. On No 2. As a policy response, do you believe early-in-life prosecution and punishment is the way to go with boys, young men when they offend against girls and women? Is this how you see by a zero tolerance approach being instituted?","Annotator_454","F","46+","White or Caucasian","Bachelor’s degree","Poland","NO",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.4,0,-1.35,3
200015,"en","@MarkPaulTimes @colettebrowne #EveryDaySexism Dear God.Colette is capable of identifying sexism literally anywhere.Good to see @SocDems developing their own female Grandpa Simpson https://t.co/7bEDkdsDX4","Annotator_461","F","18-22","Asian","Bachelor’s degree","United Kingdom","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.4,0,0.5,0
200015,"en","@MarkPaulTimes @colettebrowne #EveryDaySexism Dear God.Colette is capable of identifying sexism literally anywhere.Good to see @SocDems developing their own female Grandpa Simpson https://t.co/7bEDkdsDX4","Annotator_462","F","23-45","White or Caucasian","Bachelor’s degree","Poland","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.4,0,0.5,0
200015,"en","@MarkPaulTimes @colettebrowne #EveryDaySexism Dear God.Colette is capable of identifying sexism literally anywhere.Good to see @SocDems developing their own female Grandpa Simpson https://t.co/7bEDkdsDX4","Annotator_463","M","18-22","White or Caucasian","High school degree or equivalent","Portugal","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.4,0,0.5,0
200015,"en","@MarkPaulTimes @colettebrowne #EveryDaySexism Dear God.Colette is capable of identifying sexism literally anywhere.Good to see @SocDems developing their own female Grandpa Simpson https://t.co/7bEDkdsDX4","Annotator_464","M","23-45","Black or African American","Bachelor’s degree","South Africa","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.4,0,0.5,0
200015,"en","@MarkPaulTimes @colettebrowne #EveryDaySexism Dear God.Colette is capable of identifying sexism literally anywhere.Good to see @SocDems developing their own female Grandpa Simpson https://t.co/7bEDkdsDX4","Annotator_465","M","46+","White or Caucasian","Bachelor’s degree","Greece","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.4,0,0.5,0
200015,"en","@MarkPaulTimes @colettebrowne #EveryDaySexism Dear God.Colette is capable of identifying sexism literally anywhere.Good to see @SocDems developing their own female Grandpa Simpson https://t.co/7bEDkdsDX4","Annotator_466","F","46+","White or Caucasian","Bachelor’s degree","United Kingdom","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,2.4,0,0.5,0
200016,"en","@RMatthewsPsyEdu @ITV @jamesmartinchef @EverydaySexism @CCriadoPerez @ginarippon1 The women will all be at home cooking for the family","Annotator_467","F","18-22","White or Caucasian","High school degree or equivalent","Poland","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200016,"en","@RMatthewsPsyEdu @ITV @jamesmartinchef @EverydaySexism @CCriadoPerez @ginarippon1 The women will all be at home cooking for the family","Annotator_468","F","23-45","White or Caucasian","Bachelor’s degree","Poland","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200016,"en","@RMatthewsPsyEdu @ITV @jamesmartinchef @EverydaySexism @CCriadoPerez @ginarippon1 The women will all be at home cooking for the family","Annotator_469","M","18-22","White or Caucasian","Bachelor’s degree","Portugal","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200016,"en","@RMatthewsPsyEdu @ITV @jamesmartinchef @EverydaySexism @CCriadoPerez @ginarippon1 The women will all be at home cooking for the family","Annotator_470","M","23-45","White or Caucasian","Bachelor’s degree","Canada","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200016,"en","@RMatthewsPsyEdu @ITV @jamesmartinchef @EverydaySexism @CCriadoPerez @ginarippon1 The women will all be at home cooking for the family","Annotator_471","M","46+","White or Caucasian","Bachelor’s degree","United Kingdom","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200016,"en","@RMatthewsPsyEdu @ITV @jamesmartinchef @EverydaySexism @CCriadoPerez @ginarippon1 The women will all be at home cooking for the family","Annotator_472","F","46+","White or Caucasian","other","United States","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200017,"en","@Geek_Pride @kathrynstimpson @medicalpoke @EverydaySexism Wouldn't work for women who get assaulted at home or work. Also would give the government the ability to track anyone for any reason.","Annotator_473","F","18-22","Hispano or Latino","High school degree or equivalent","Mexico","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0,-0.5,0
200017,"en","@Geek_Pride @kathrynstimpson @medicalpoke @EverydaySexism Wouldn't work for women who get assaulted at home or work. Also would give the government the ability to track anyone for any reason.","Annotator_474","F","23-45","White or Caucasian","Bachelor’s degree","Portugal","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0,-0.5,0
200017,"en","@Geek_Pride @kathrynstimpson @medicalpoke @EverydaySexism Wouldn't work for women who get assaulted at home or work. Also would give the government the ability to track anyone for any reason.","Annotator_475","M","18-22","White or Caucasian","High school degree or equivalent","Poland","NO",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0,-0.5,0
200017,"en","@Geek_Pride @kathrynstimpson @medicalpoke @EverydaySexism Wouldn't work for women who get assaulted at home or work. Also would give the government the ability to track anyone for any reason.","Annotator_476","M","23-45","White or Caucasian","High school degree or equivalent","Hungary","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0,-0.5,0
200017,"en","@Geek_Pride @kathrynstimpson @medicalpoke @EverydaySexism Wouldn't work for women who get assaulted at home or work. Also would give the government the ability to track anyone for any reason.","Annotator_477","M","46+","White or Caucasian","Bachelor’s degree","United Kingdom","NO",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0,-0.5,0
200017,"en","@Geek_Pride @kathrynstimpson @medicalpoke @EverydaySexism Wouldn't work for women who get assaulted at home or work. Also would give the government the ability to track anyone for any reason.","Annotator_27","F","46+","White or Caucasian","Master’s degree","Poland","YES",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.1,0,-0.5,0
200018,"en","February 28, 2022: Daily Mail website voyeuristically describes 2 people as ""flaunting"" &amp; 29 as ""showing off"". #dailymail #everydaysexism #misogyny","Annotator_478","F","18-22","White or Caucasian","High school degree or equivalent","Hungary","YES",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200018,"en","February 28, 2022: Daily Mail website voyeuristically describes 2 people as ""flaunting"" &amp; 29 as ""showing off"". #dailymail #everydaysexism #misogyny","Annotator_479","F","23-45","Black or African American","Bachelor’s degree","South Africa","NO",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200018,"en","February 28, 2022: Daily Mail website voyeuristically describes 2 people as ""flaunting"" &amp; 29 as ""showing off"". #dailymail #everydaysexism #misogyny","Annotator_480","M","18-22","Hispano or Latino","High school degree or equivalent","Chile","YES",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200018,"en","February 28, 2022: Daily Mail website voyeuristically describes 2 people as ""flaunting"" &amp; 29 as ""showing off"". #dailymail #everydaysexism #misogyny","Annotator_481","M","23-45","White or Caucasian","Master’s degree","Portugal","YES",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200018,"en","February 28, 2022: Daily Mail website voyeuristically describes 2 people as ""flaunting"" &amp; 29 as ""showing off"". #dailymail #everydaysexism #misogyny","Annotator_482","M","46+","White or Caucasian","Bachelor’s degree","United Kingdom","NO",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200018,"en","February 28, 2022: Daily Mail website voyeuristically describes 2 people as ""flaunting"" &amp; 29 as ""showing off"". #dailymail #everydaysexism #misogyny","Annotator_483","F","46+","White or Caucasian","Bachelor’s degree","United Kingdom","YES",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
200019,"en","Sorry. My feminist rage at the old white man praising the two female women of colour and ELITE FUCKING ATHLETES on their smiles. Does Roger Federer get told ‘Nice arse’ when he wins?! #everydaysexism https://t.co/5emqIpOJ4Q","Annotator_484","F","18-22","White or Caucasian","High school degree or equivalent","Poland","YES",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.8,0,-0.5,0
200019,"en","Sorry. My feminist rage at the old white man praising the two female women of colour and ELITE FUCKING ATHLETES on their smiles. Does Roger Federer get told ‘Nice arse’ when he wins?! #everydaysexism https://t.co/5emqIpOJ4Q","Annotator_485","F","23-45","White or Caucasian","Bachelor’s degree","Greece","YES",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.8,0,-0.5,0
200019,"en","Sorry. My feminist rage at the old white man praising the two female women of colour and ELITE FUCKING ATHLETES on their smiles. Does Roger Federer get told ‘Nice arse’ when he wins?! #everydaysexism https://t.co/5emqIpOJ4Q","Annotator_486","M","18-22","Black or African American","High school degree or equivalent","South Africa","YES",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.8,0,-0.5,0
200019,"en","Sorry. My feminist rage at the old white man praising the two female women of colour and ELITE FUCKING ATHLETES on their smiles. Does Roger Federer get told ‘Nice arse’ when he wins?! #everydaysexism https://t.co/5emqIpOJ4Q","Annotator_487","M","23-45","White or Caucasian","Master’s degree","Poland","YES",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.8,0,-0.5,0
200019,"en","Sorry. My feminist rage at the old white man praising the two female women of colour and ELITE FUCKING ATHLETES on their smiles. Does Roger Federer get told ‘Nice arse’ when he wins?! #everydaysexism https://t.co/5emqIpOJ4Q","Annotator_488","M","46+","White or Caucasian","Bachelor’s degree","United Kingdom","YES",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.8,0,-0.5,0
200019,"en","Sorry. My feminist rage at the old white man praising the two female women of colour and ELITE FUCKING ATHLETES on their smiles. Does Roger Federer get told ‘Nice arse’ when he wins?! #everydaysexism https://t.co/5emqIpOJ4Q","Annotator_489","F","46+","Asian","Less than high school diploma","United Kingdom","YES",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.8,0,-0.5,0
200020,"en","Why do we create comics about sexism in science? It’s not just because we have a lot of spare time or like to doodle… Check out our blog post for @EuroGeosciences #EGUblogs #EGU22 #DidThisReallyHappen #DTHR #EverydaySexism https://t.co/XFHSn0VKs2","Annotator_461","F","18-22","Asian","Bachelor’s degree","United Kingdom","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.1,0,0.5,0
200020,"en","Why do we create comics about sexism in science? It’s not just because we have a lot of spare time or like to doodle… Check out our blog post for @EuroGeosciences #EGUblogs #EGU22 #DidThisReallyHappen #DTHR #EverydaySexism https://t.co/XFHSn0VKs2","Annotator_462","F","23-45","White or Caucasian","Bachelor’s degree","Poland","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.1,0,0.5,0
200020,"en","Why do we create comics about sexism in science? It’s not just because we have a lot of spare time or like to doodle… Check out our blog post for @EuroGeosciences #EGUblogs #EGU22 #DidThisReallyHappen #DTHR #EverydaySexism https://t.co/XFHSn0VKs2","Annotator_463","M","18-22","White or Caucasian","High school degree or equivalent","Portugal","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.1,0,0.5,0
200020,"en","Why do we create comics about sexism in science? It’s not just because we have a lot of spare time or like to doodle… Check out our blog post for @EuroGeosciences #EGUblogs #EGU22 #DidThisReallyHappen #DTHR #EverydaySexism https://t.co/XFHSn0VKs2","Annotator_464","M","23-45","Black or African American","Bachelor’s degree","South Africa","YES",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.1,0,0.5,0
